3071112/112223611123131/1254	112223611123131/3071112/1254
0611111111111112/111112222223831/0955	111112222223831/0611111111111112/0955
3111112/123811111223831/7226	123811111223831/3111112/7226
1411111112/11222223531/6215	11222223531/1411111112/6215
81112/111233112223911234111112223531/9903	111233112223911234111112223531/81112/9903
9951112/1236123331/1379	1236123331/9951112/1379
61112/123312222371122371111112391122223531/5366	123312222371122371111112391122223531/61112/5366
8111112/111123131/3668	111123131/8111112/3668
721112/111232123531/9305	111232123531/721112/9305
741112/1112236123511123531/6749	1112236123511123531/741112/6749
2482111112/1123331/9889	1123331/2482111112/9889
251112/123011222311222222222223112223512341223211122223931/6239	123011222311222222222223112223512341223211122223931/251112/6239
315911111111111112/1222301223731/9125	1222301223731/315911111111111112/9125
19401112/1123012223331/6056	1123012223331/19401112/6056
611111112/1223631/2966	1223631/611111112/2966
17111112/1235122223312235122381235111111223331/2094	1235122223312235122381235111111223331/17111112/2094
931112/1111112233112311238112231111123511122222223531/5284	1111112233112311238112231111123511122222223531/931112/5284
6111112/1111223331/1362	1111223331/6111112/1362
21111111111111112/1123331/8359	1123331/21111111111111112/8359
1361112/123131/6292	123131/1361112/6292
31112/1223331/8422	1223331/31112/8422
01112/1122331234111222361111222222234112223031/2248	1122331234111222361111222222234112223031/01112/2248
173397542111112/112341223031/8133	112341223031/173397542111112/8133
41111111112/1112222223412361111111112222321222223131/6836	1112222223412361111111112222321222223131/41111111112/6836
111111111111112/122223111111231111112223231/1382	122223111111231111112223231/111111111111112/1382
4921111111111111112/1223631/2889	1223631/4921111111111111112/2889
51112/11223931/1948	11223931/51112/1948
111111111111111111112/1111112223431/9684	1111112223431/111111111111111111112/9684
91112/111111111111111111234122236111122321111222391111223511122351111111236111123411235123331/5942	111111111111111111234122236111122321111222391111223511122351111111236111123411235123331/91112/5942
51112/12381222234111122223831/1389	12381222234111122223831/51112/1389
351112/111122239122223331/4210	111122239122223331/351112/4210
81112/1223431/5810	1223431/81112/5810
4008371112/11122381222223531/8744	11122381222223531/4008371112/8744
1111112/1123211112222331122232112331223331/9669	1123211112222331122232112331223331/1111112/9669
611111111111112/11235111239111123612223511111231122222223631/5400	11235111239111123612223511111231122222223631/611111111111112/5400
9111112/111111122223931/5190	111111122223931/9111112/5190
718111112/112232112351122233123131/7180	112232112351122233123131/718111112/7180
4261112/12341223031/5984	12341223031/4261112/5984
3651112/112222301223531/1061	112222301223531/3651112/1061
3111112/111223311112311223131/8140	111223311112311223131/3111112/8140
862361112/1111111122238122222311223431/0835	1111111122238122222311223431/862361112/0835
611111111111112/111232111123131/1768	111232111123131/611111111111112/1768
67031111111112/112331222222301122223312222331122321222235123131/6606	112331222222301122223312222331122321222235123131/67031111111112/6606
1111111111112/122223631/2546	122223631/1111111111112/2546
7111111111111111112/1111122321112381111230122223131/2522	1111122321112381111230122223131/7111111111111111112/2522
1466943011111112/1112222222223131/8731	1112222222223131/1466943011111112/8731
0111112/12391123811123411112222391112223131/7833	12391123811123411112222391112223131/0111112/7833
6861112/11123631/6730	11123631/6861112/6730
081112/122341123031/7067	122341123031/081112/7067
07081112/12223312236111234111112222351122223011222223931/9876	12223312236111234111112222351122223011222223931/07081112/9876
121112/11222223911222223631/5001	11222223911222223631/121112/5001
33401112/12391111223212230123931/4040	12391111223212230123931/33401112/4040
41111111112/1111222223631/2282	1111222223631/41111111112/2282
811111112/1123131/7319	1123131/811111112/7319
92111112/12222222321123831/9226	12222222321123831/92111112/9226
38111111111112/1122223131/0383	1122223131/38111111111112/0383
8385111112/111223231/3366	111223231/8385111112/3366
532111112/1111111112231122331122222223431/0568	1111111112231122331122222223431/532111112/0568
61111111112/111223711222222331111122381111123631/9479	111223711222222331111122381111123631/61111111112/9479
391112/11123531/8640	11123531/391112/8640
5949341111111112/1223231/9550	1223231/5949341111111112/9550
01111111111111112/11123431/3728	11123431/01111111111111112/3728
2811111111111112/1236122222238112237122371223531/0211	1236122222238112237122371223531/2811111111111112/0211
111111112/1111122223931/7520	1111122223931/111111112/7520
31111111112/12222223812223311111112222222311111112351223211222391112230123031/2958	12222223812223311111112222222311111112351223211222391112230123031/31111111112/2958
781112/1122222341111223831/1109	1122222341111223831/781112/1109
311111112/11123431/7391	11123431/311111112/7391
321112/111123431/6988	111123431/321112/6988
51112/111123512222231123312223031/6065	111123512222231123312223031/51112/6065
1871111111112/123231/0580	123231/1871111111112/0580
641111111112/1222234123811238123131/7014	1222234123811238123131/641111111112/7014
251111111112/111111112222381122223911123631/3728	111111112222381122223911123631/251111111112/3728
21112/1223411222223911230123131/3716	1223411222223911230123131/21112/3716
6111112/112223911112223031/1222	112223911112223031/6111112/1222
801112/11112223431/5013	11112223431/801112/5013
311111112/112391223731/2588	112391223731/311111112/2588
36811111112/11112361222222232111222311111222222236111111222237123731/2517	11112361222222232111222311111222222236111111222237123731/36811111112/2517
752809191111111112/11235112311111111122223931/7754	11235112311111111122223931/752809191111111112/7754
2611111112/111112311223312361223631/2141	111112311223312361223631/2611111112/2141
3111112/1112223431/9055	1112223431/3111112/9055
91112/111122301222223931/6576	111122301222223931/91112/6576
3111111111112/122223131/2073	122223131/3111111111112/2073
501112/111222222311223531/9214	111222222311223531/501112/9214
221112/11112381111223011112223731/6117	11112381111223011112223731/221112/6117
3411111111111112/12237123131/8831	12237123131/3411111111111112/8831
7111112/1223231/4308	1223231/7111112/4308
01112/122236123331/2560	122236123331/01112/2560
41112/1111222223531/8664	1111222223531/41112/8664
94111111111112/111123431/6521	111123431/94111111111112/6521
00111112/1112222223631/1097	1112222223631/00111112/1097
9631211111112/112223031/8372	112223031/9631211111112/8372
0292111112/11111223431/4482	11111223431/0292111112/4482
1832751111111112/123031/1430	123031/1832751111111112/1430
85757611111111111111111111112/123931/7522	123931/85757611111111111111111111112/7522
211111111112/12371111112222223431/8922	12371111112222223431/211111111112/8922
62201112/123631/2241	123631/62201112/2241
1721111111112/111123831/7125	111123831/1721111111112/7125
1111111111111111112/1112223411111223531/1623	1112223411111223531/1111111111111111112/1623
90757111112/112311222381223231/3334	112311222381223231/90757111112/3334
411111111111111111112/12331238111123531/0241	12331238111123531/411111111111111111112/0241
002869111111111111112/123911238111232123431/1452	123911238111232123431/002869111111111111112/1452
42811111112/122231111111123111111111123031/9698	122231111111123111111111123031/42811111112/9698
21111111111111112/112236122223631/4043	112236122223631/21111111111111112/4043
996144311111112/111223131/7487	111223131/996144311111112/7487
511111112/1235122223731/2274	1235122223731/511111112/2274
141112/111223631/1068	111223631/141112/1068
450111111111111111112/11223131/3397	11223131/450111111111111111112/3397
7911112/1223031/9251	1223031/7911112/9251
01112/112301111223831/0686	112301111223831/01112/0686
91112/1111123531/6122	1111123531/91112/6122
91112/11223231/9434	11223231/91112/9434
51112/1231111223311112331230111111123812238123731/4536	1231111223311112331230111111123812238123731/51112/4536
56406261111112/1111111111222311111111223031/8701	1111111111222311111111223031/56406261111112/8701
31112/11236122351112223912222351122222301123331/1122	11236122351112223912222351122222301123331/31112/1122
541112/11123431/4542	11123431/541112/4542
01112/123131/0734	123131/01112/0734
9111111111112/12223312223531/4530	12223312223531/9111111111112/4530
0111111111111111111111112/1123231/4169	1123231/0111111111111111111111112/4169
599071112/1111223212341112223031/8391	1111223212341112223031/599071112/8391
3111112/122311122223331/3643	122311122223331/3111112/3643
915681112/1222311111123431/8433	1222311111123431/915681112/8433
727411111112/123431/9010	123431/727411111112/9010
721501111111112/1122223831/7596	1122223831/721501111111112/7596
0111112/122223231/6291	122223231/0111112/6291
0111112/122237123131/7421	122237123131/0111112/7421
814111112/1238111222341232112301122223031/4142	1238111222341232112301122223031/814111112/4142
5491112/1111223111123831/4254	1111223111123831/5491112/4254
81112/1111237111123631/1708	1111237111123631/81112/1708
3111112/11232123112321112371123311112223912222232122223311122230111231122222222223131/3369	11232123112321112371123311112223912222232122223311122230111231122222222223131/3111112/3369
1111112/122321122223631/8761	122321122223631/1111112/8761
32841111111112/1231123731/5789	1231123731/32841111111112/5789
111111111111112/111111111222341123412222223131/0051	111111111222341123412222223131/111111111111112/0051
7111112/123431/5594	123431/7111112/5594
77111112/11112381236111112301222223231/9217	11112381236111112301222223231/77111112/9217
03111112/1122321111112391111223131/5226	1122321111112391111223131/03111112/5226
58961112/122238112222223412223431/6095	122238112222223412223431/58961112/6095
6506878111112/12222223931/3361	12222223931/6506878111112/3361
9111112/11122351122223331/1095	11122351122223331/9111112/1095
3111112/12235112371122232123331/6168	12235112371122232123331/3111112/6168
6281111111112/11123011223131/5455	11123011223131/6281111111112/5455
5011111112/112222222223031/3834	112222222223031/5011111112/3834
3111111111112/112223331/4474	112223331/3111111111112/4474
36111112/123431/4101	123431/36111112/4101
39094411111112/123131/5240	123131/39094411111112/5240
51111112/1222301112231123731/9355	1222301112231123731/51111112/9355
24311111112/12234111123931/1948	12234111123931/24311111112/1948
9111112/123931/8553	123931/9111112/8553
9769211111112/1123331/2312	1123331/9769211111112/2312
391112/11112231123431/1657	11112231123431/391112/1657
2211111112/11112222222222234123512301112223431/8912	11112222222222234123512301112223431/2211111112/8912
04167884270671111111112/1223612311123231/4232	1223612311123231/04167884270671111111112/4232
51112/1112223111122236112223631/7861	1112223111122236112223631/51112/7861
98943051111112/12223331/1012	12223331/98943051111112/1012
2891112/111222223731/4480	111222223731/2891112/4480
796111112/1123031/4943	1123031/796111112/4943
41112/1111111122222331122235112233123831/9574	1111111122222331122235112233123831/41112/9574
001111111112/112222223911112222230111111123531/2223	112222223911112222230111111123531/001111111112/2223
86962111112/111123531/1115	111123531/86962111112/1115
8315311401112/11238111111123731/4242	11238111111123731/8315311401112/4242
411111112/1112223411112321122351223231/5035	1112223411112321122351223231/411111112/5035
88511111112/11112223931/7452	11112223931/88511111112/7452
388111112/1111232112232111222238111112223931/5598	1111232112232111222238111112223931/388111112/5598
101112/1222223712223531/8099	1222223712223531/101112/8099
71112/1111230122311111223511122223611122238111122391112223431/3693	1111230122311111223511122223611122238111122391112223431/71112/3693
87611112/11112232123131/3197	11112232123131/87611112/3197
51111111112/1111112222223331/6561	1111112222223331/51111111112/6561
9601112/11122222321111234123531/3109	11122222321111234123531/9601112/3109
47621112/111111233111112223731/4881	111111233111112223731/47621112/4881
4811112/12233112223131/1962	12233112223131/4811112/1962
9570111111111112/12321122222222371223631/4915	12321122222222371223631/9570111111111112/4915
46939701111111111111112/11223111111223111223631/2077	11223111111223111223631/46939701111111111111112/2077
40351111111112/1123212222223531/7690	1123212222223531/40351111111112/7690
36111112/11111123612391238112222371222341123631/0699	11111123612391238112222371222341123631/36111112/0699
34655207054311111112/11123631/9554	11123631/34655207054311111112/9554
657111111111112/1222301111112223031/7460	1222301111112223031/657111111111112/7460
9291111111112/1111112230111123131/1506	1111112230111123131/9291111111112/1506
911111111111112/123111223212223811223012223831/8453	123111223212223811223012223831/911111111111112/8453
128264111111111112/1111223131/1661	1111223131/128264111111111112/1661
1811111112/123931/1208	123931/1811111112/1208
831112/123211222223131/7015	123211222223131/831112/7015
8111112/1123931/2376	1123931/8111112/2376
611111111111112/1112301123031/6651	1112301123031/611111111111112/6651
7611111112/1111111112237111237111223511111122223631/1034	1111111112237111237111223511111122223631/7611111112/1034
46111111111112/11222381123031/6414	11222381123031/46111111111112/6414
11111111112/1111122223731/4313	1111122223731/11111111112/4313
81112/11111112222301111112223011123731/0491	11111112222301111112223011123731/81112/0491
91112/1111112223331/5068	1111112223331/91112/5068
960383111112/123831/6691	123831/960383111112/6691
813111111111111111112/123931/4314	123931/813111111111111111112/4314
4790111112/112222222222233122223112223831/3078	112222222222233122223112223831/4790111112/3078
31112/1112223811111233123711123312223231/1541	1112223811111233123711123312223231/31112/1541
872481111111111111111111112/12235123431/7236	12235123431/872481111111111111111111112/7236
21112/1223131/0146	1223131/21112/0146
61112/11123811112222223311223731/9401	11123811112222223311223731/61112/9401
60187111112/112391112235123831/0297	112391112235123831/60187111112/0297
8811111112/1112223311122391111223111112223031/6768	1112223311122391111223111112223031/8811111112/6768
11112/1123931/1370	1123931/11112/1370
5111111111111111112/111123931/0493	111123931/5111111111111111112/0493
511111111111112/11123131/3520	11123131/511111111111112/3520
511111112/1223631/1674	1223631/511111112/1674
7631112/1123731/3092	1123731/7631112/3092
811111112/11123311123331/5605	11123311123331/811111112/5605
0308211111112/1231112321111111111111231122223812391223231/2152	1231112321111111111111231122223812391223231/0308211111112/2152
5879981112/1123031/3757	1123031/5879981112/3757
82229691111111112/11122222223631/4266	11122222223631/82229691111111112/4266
131112/111111112223431/2199	111111112223431/131112/2199
71112/1223931/1047	1223931/71112/1047
3411111112/1111223711112223131/4158	1111223711112223131/3411111112/4158
791112/123211123531/9582	123211123531/791112/9582
0691112/11111123931/2111	11111123931/0691112/2111
9111112/111237111222223931/7803	111237111222223931/9111112/7803
2961112/1112222222223631/3357	1112222222223631/2961112/3357
1111112/12341112234112341122321112235111111123531/6460	12341112234112341122321112235111111123531/1111112/6460
051112/1230123331/0827	1230123331/051112/0827
171170111112/1111123431/6305	1111123431/171170111112/6305
61111111112/1112311223012301123811112222222237123431/0773	1112311223012301123811112222222237123431/61111111112/0773
285965641112/111122223711230111223231/4357	111122223711230111223231/285965641112/4357
0611111112/11123831/6908	11123831/0611111112/6908
941112/1123912223811112232123811122223111112222223411222222222311122222371122381222351123831/8418	1123912223811112232123811122223111112222223411222222222311122222371122381222351123831/941112/8418
661112/1223431/0697	1223431/661112/0697
71111111112/1222341111112223912222222235111223331/4871	1222341111112223912222222235111223331/71111111112/4871
976511111112/1222223731/3202	1222223731/976511111112/3202
24111111111112/11223131/9771	11223131/24111111111112/9771
82111112/11122311111123411223131/9689	11122311111123411223131/82111112/9689
35111111111112/1233112301123111122237112311223431/2609	1233112301123111122237112311223431/35111111111112/2609
2111111111112/12236122222223711122223312223931/0319	12236122222223711122223312223931/2111111111112/0319
8811111112/12223811222223811223731/7706	12223811222223811223731/8811111112/7706
31112/12222223912381223311111111112222351223631/4878	12222223912381223311111111112222351223631/31112/4878
451111111112/122222223231/9826	122222223231/451111111112/9826
941112/123131/6690	123131/941112/6690
3111112/11223431/5760	11223431/3111112/5760
8111112/111223811111111112237111112391123912351122238123512331112223611122321123511222222351123611223231/7117	111223811111111112237111112391123912351122238123512331112223611122321123511222222351123611223231/8111112/7117
9111033711111111111112/111122234111223131/8154	111122234111223131/9111033711111111111112/8154
326111112/1223431/2209	1223431/326111112/2209
21112/1123711222223831/8309	1123711222223831/21112/8309
011111112/112222222234122232112236123912223131/2200	112222222234122232112236123912223131/011111112/2200
41112/1223631/5087	1223631/41112/5087
0111112/1222223912223112223831/6777	1222223912223112223831/0111112/6777
9111112/1223131/8840	1223131/9111112/8840
111111112/12222331122223611223131/6307	12222331122223611223131/111111112/6307
411111112/111223811111111222223731/0949	111223811111111222223731/411111112/0949
475911111112/111112222341123731/4632	111112222341123731/475911111112/4632
81491112/123631/1872	123631/81491112/1872
811111112/1222223431/3863	1222223431/811111112/3863
911111112/1112222223131/8498	1112222223131/911111112/8498
831111111112/112301223431/7334	112301223431/831111111112/7334
811111112/11223131/2451	11223131/811111112/2451
5301112/11122223931/8723	11122223931/5301112/8723
511111112/123031/2981	123031/511111112/2981
5141112/111123931/4882	111123931/5141112/4882
411111112/111222351122231111112311223211111112223911122341111223431/4649	111222351122231111112311223211111112223911122341111223431/411111112/4649
0111112/12361122331123631/1624	12361122331123631/0111112/1624
9431111111112/111223111122222222381112223811232122371222351122223031/8660	111223111122222222381112223811232122371222351122223031/9431111111112/8660
211111112/122222233123331/2278	122222233123331/211111112/2278
11112/1111222301111123631/8217	1111222301111123631/11112/8217
84111112/122222223412222222223731/4069	122222223412222222223731/84111112/4069
57371111111111111112/11122239112233123431/8180	11122239112233123431/57371111111111111112/8180
9011111111112/1123131/0259	1123131/9011111111112/0259
661591112/1223431/4373	1223431/661591112/4373
21112/11123631/3045	11123631/21112/3045
691112/1222223511112311111122222222233111111111223531/3462	1222223511112311111122222222233111111111223531/691112/3462
901112/1111122230122223231/9229	1111122230122223231/901112/9229
51112/11111111222301123731/4805	11111111222301123731/51112/4805
981111112/112223631/7946	112223631/981111112/7946
521112/11122235111111122223231/2114	11122235111111122223231/521112/2114
41112/122331111223811123331/0990	122331111223811123331/41112/0990
41111111112/122361111111230111123531/6915	122361111111230111123531/41111111112/6915
5111112/123511222351222371111112223711123031/9793	123511222351222371111112223711123031/5111112/9793
9711111112/111112223331/0607	111112223331/9711111112/0607
641112/111222371112321122222222239111223231/1179	111222371112321122222222239111223231/641112/1179
14111112/1123431/3372	1123431/14111112/3372
3111111111112/12223131/1875	12223131/3111111111112/1875
3581112/1112223211122223331/1958	1112223211122223331/3581112/1958
51814491112/11223531/8843	11223531/51814491112/8843
021112/1123931/0846	1123931/021112/0846
6760111112/1111122222233123431/1211	1111122222233123431/6760111112/1211
9257111112/123831/8254	123831/9257111112/8254
28750011111112/111223031/9483	111223031/28750011111112/9483
854011111112/1223511111223931/4589	1223511111223931/854011111112/4589
691112/1123312311123631/9007	1123312311123631/691112/9007
82711111112/12381222223031/1993	12381222223031/82711111112/1993
83398111112/1122223231/0418	1122223231/83398111112/0418
881112/12223031/1804	12223031/881112/1804
971112/12222235111112331233122311111222236111123231/5247	12222235111112331233122311111222236111123231/971112/5247
73111112/111123731/2569	111123731/73111112/2569
73462071111111111111112/123131/7377	123131/73462071111111111111112/7377
111111112/111123311122223431/3697	111123311122223431/111111112/3697
53111111111112/1233111123511123631/2172	1233111123511123631/53111111111112/2172
8111111111112/11223711111112351236112223731/4884	11223711111112351236112223731/8111111111112/4884
1511111112/11230123511111112371223431/5667	11230123511111112371223431/1511111112/5667
83111112/11111231122232111222222231111223031/9196	11111231122232111222222231111223031/83111112/9196
71112/1237123111223431/7338	1237123111223431/71112/7338
71111111112/12234123131/4668	12234123131/71111111112/4668
7411111112/123212236111222223331/7950	123212236111222223331/7411111112/7950
31112/1223831/7070	1223831/31112/7070
36111112/12223112223431/5267	12223112223431/36111112/5267
5611111112/123231/9746	123231/5611111112/9746
493369708251111111112/12222232123011112234123131/8964	12222232123011112234123131/493369708251111111112/8964
011111111111112/11123031/9725	11123031/011111111111112/9725
9931111111112/11123931/7592	11123931/9931111111112/7592
21112/12222361230123012232123531/8375	12222361230123012232123531/21112/8375
13281112/1111122321111233122222223531/7049	1111122321111233122222223531/13281112/7049
65411111112/1111112223731/5239	1111112223731/65411111112/5239
011111112/1223112361223531/6988	1223112361223531/011111112/6988
61112/1122238123312321111223411222222371223931/9131	1122238123312321111223411222222371223931/61112/9131
6211111112/11122222311222381112223211122231122391234123912222361111122381111222222223511112301122222223831/6755	11122222311222381112223211122231122391234123912222361111122381111222222223511112301122222223831/6211111112/6755
497111112/12222301222311123631/3514	12222301222311123631/497111112/3514
801112/112222223231/0029	112222223231/801112/0029
491111111112/1223331/9845	1223331/491111111112/9845
917111112/11222238123712223431/5876	11222238123712223431/917111112/5876
8101112/11122233122223931/9981	11122233122223931/8101112/9981
21112/122222223631/6067	122222223631/21112/6067
991111111112/11111111111237111222301123031/3125	11111111111237111222301123031/991111111112/3125
9111112/11222235111112235123511231112231111122371222223231/3064	11222235111112235123511231112231111122371222223231/9111112/3064
31371112/12331123412233111111223131/7786	12331123412233111111223131/31371112/7786
02111112/112301223631/5082	112301223631/02111112/5082
511111112/111222222222223111111123611222222223531/2168	111222222222223111111123611222222223531/511111112/2168
55511111112/11111112223231/4367	11111112223231/55511111112/4367
5111112/12223331/8665	12223331/5111112/8665
211111112/1111123312301230123111123331/6462	1111123312301230123111123331/211111112/6462
81111111112/112391123231/0398	112391123231/81111111112/0398
911111112/1223331/0204	1223331/911111112/0204
91391112/11223931/5668	11223931/91391112/5668
2895901112/123231/3689	123231/2895901112/3689
5111111111111112/1111112223331/3859	1111112223331/5111111111111112/3859
91112/123411223011222223231/4153	123411223011222223231/91112/4153
39111112/11223931/7261	11223931/39111112/7261
81111111111111112/12381123612231122311122222371122223012381112233111222351123311222321223731/3782	12381123612231122311122222371122223012381112233111222351123311222321223731/81111111111111112/3782
611111112/112230122321111111111239122331222391111239123431/0641	112230122321111111111239122331222391111239123431/611111112/0641
80441112/122222223531/5438	122222223531/80441112/5438
81112/1222331111112223931/8741	1222331111112223931/81112/8741
2111112/1123412235111222222223331/3538	1123412235111222222223331/2111112/3538
1611112/1123411123931/7207	1123411123931/1611112/7207
61112/11223631/3744	11223631/61112/3744
165201112/1111123211123231/5293	1111123211123231/165201112/5293
5111112/11111122234111236122321122223231/6399	11111122234111236122321122223231/5111112/6399
2111111111112/111112230111223031/0848	111112230111223031/2111111111112/0848
62111111111112/1123231/6671	1123231/62111111111112/6671
51111111111111112/11123931/8195	11123931/51111111111111112/8195
5111112/1123012236123331/9650	1123012236123331/5111112/9650
8111112/1111111111122222371111112223912341235123631/9609	1111111111122222371111112223912341235123631/8111112/9609
3111112/11112222222311112223231/1812	11112222222311112223231/3111112/1812
9111112/11111236112238111123331/7281	11111236112238111123331/9111112/7281
189811111112/1112223231/1152	1112223231/189811111112/1152
41111111111111112/11111122236111123111111111112230112223131/5836	11111122236111123111111111112230112223131/41111111111111112/5836
902111112/11111223431/9754	11111223431/902111112/9754
01112/111111239111123831/4229	111111239111123831/01112/4229
711111112/111123431/9122	111123431/711111112/9122
9111112/12223211111122371111111122223911223331/6560	12223211111122371111111122223911223331/9111112/6560
38021112/11123311222391111123431/1870	11123311222391111123431/38021112/1870
19111111111112/12222341222222223112230111122222371123531/3920	12222341222222223112230111122222371123531/19111111111112/3920
35211111112/1112230123831/7025	1112230123831/35211111112/7025
321111111112/12223012222361111122223131/0433	12223012222361111122223131/321111111112/0433
21112/123931/0956	123931/21112/0956
6211111112/11111111112222239111222321122222223111122235111223531/6631	11111111112222239111222321122222223111122235111223531/6211111112/6631
1111112/111223531/4222	111223531/1111112/4222
311111112/123511238123431/4430	123511238123431/311111112/4430
311111112/12230123031/5906	12230123031/311111112/5906
015111111111112/11122231111122237112361111112223031/3853	11122231111122237112361111112223031/015111111111112/3853
63197711111111111111111111111112/12222233122235111111122223931/3441	12222233122235111111122223931/63197711111111111111111111111112/3441
2320111111111112/111112223831/4874	111112223831/2320111111111112/4874
736111111111112/111223231/4154	111223231/736111111111112/4154
31112/123831/1400	123831/31112/1400
315111111111111111112/1123411231111112222222223911123611222236112238112223731/7154	1123411231111112222222223911123611222236112238112223731/315111111111111111112/7154
33941112/1223231/3039	1223231/33941112/3039
2111112/11111122222351123731/8482	11111122222351123731/2111112/8482
41112/11123311111222223611223712222321123411223612222234123631/0700	11123311111222223611223712222321123411223612222234123631/41112/0700
711111112/1223611122341122391111223112351111111231123531/0033	1223611122341122391111223112351111111231123531/711111112/0033
361112/12321234122230111111111223631/3196	12321234122230111111111223631/361112/3196
3362111112/111122235111111123531/3172	111122235111111123531/3362111112/3172
32041112/1122223231/6430	1122223231/32041112/6430
0293111112/1123131/1257	1123131/0293111112/1257
47111112/11111111112223531/3078	11111111112223531/47111112/3078
957611111112/122223531/1905	122223531/957611111112/1905
3111112/111222223931/1345	111222223931/3111112/1345
7981112/112223011222223831/9341	112223011222223831/7981112/9341
88556141111111112/111111122222223031/0479	111111122222223031/88556141111111112/0479
73111112/123031/3501	123031/73111112/3501
35426511111111111112/1233123711123131/8585	1233123711123131/35426511111111111112/8585
771111111112/111111122223531/9744	111111122223531/771111111112/9744
911111112/112223531/7073	112223531/911111112/7073
921112/1111111111112381223231/5215	1111111111112381223231/921112/5215
8511111112/12234122222222235123011112321223631/2864	12234122222222235123011112321223631/8511111112/2864
931112/1122331123811223111112351112223931/0492	1122331123811223111112351112223931/931112/0492
240611111112/1223931/7925	1223931/240611111112/7925
71112/12311122351123531/4832	12311122351123531/71112/4832
561021111111112/122222223111111238122223231/8239	122222223111111238122223231/561021111111112/8239
7111112/1232122222234111223731/2792	1232122222234111223731/7111112/2792
89408481111112/11232111222391222223331/8242	11232111222391222223331/89408481111112/8242
332671111111112/1222223931/0133	1222223931/332671111111112/0133
731112/1222223812301223311222222301111112222321112222223631/2254	1222223812301223311222222301111112222321112222223631/731112/2254
281111111111111112/112222223231/4040	112222223231/281111111111111112/4040
081112/12222341122223031/1804	12222341122223031/081112/1804
02111111111112/1123631/4084	1123631/02111111111112/4084
8011111112/1123211223731/3381	1123211223731/8011111112/3381
882111112/112223412223311123031/3980	112223412223311123031/882111112/3980
801112/1123331/3451	1123331/801112/3451
211111111111111111112/112223731/9457	112223731/211111111111111111112/9457
54711112/1223731/8146	1223731/54711112/8146
56111112/1223231/3584	1223231/56111112/3584
771111112/1123931/4893	1123931/771111112/4893
811111111111112/112223111123731/1928	112223111123731/811111111111112/1928
911111112/11122311122238112222236112223831/2973	11122311122238112222236112223831/911111112/2973
71112/11111222351122232123712223731/7512	11111222351122232123712223731/71112/7512
072111112/11223011111222222331123631/7809	11223011111222222331123631/072111112/7809
0511111112/11223712231122331112223631/8531	11223712231122331112223631/0511111112/8531
2911112/1123611235111111223531/9928	1123611235111111223531/2911112/9928
7281112/1123331/5264	1123331/7281112/5264
0111112/1223531/6581	1223531/0111112/6581
511111112/1112223211123231/8739	1112223211123231/511111112/8739
351112/1112222235111111222223931/8288	1112222235111111222223931/351112/8288
51982111112/1111123531/4282	1111123531/51982111112/4282
6111112/12234111238122222222223911236123112234112371223511111111223611122223231/9308	12234111238122222222223911236123112234112371223511111111223611122223231/6111112/9308
8111111111111111111111112/11111222331123331/0851	11111222331123331/8111111111111111111111112/0851
3111111112/1122222222239111236123531/1131	1122222222239111236123531/3111111112/1131
7111111111112/1111239122381123231/7256	1111239122381123231/7111111111112/7256
5011111111111111111112/1223831/9206	1223831/5011111111111111111112/9206
410883061811111111111112/11122381112222351111123431/4586	11122381112222351111123431/410883061811111111111112/4586
714111111112/12223111111223611111222239122223831/2001	12223111111223611111222239122223831/714111111112/2001
1111112/122223331/9960	122223331/1111112/9960
2991111112/1123131/2514	1123131/2991111112/2514
808111112/11222233111223731/7770	11222233111223731/808111112/7770
991112/123331/9070	123331/991112/9070
111111111112/1223331/5302	1223331/111111111112/5302
921111111112/1222321223231/8414	1222321223231/921111111112/8414
361111111112/11112234123631/3087	11112234123631/361111111112/3087
8111112/12232123731/8292	12232123731/8111112/8292
21112/122391112381111111111222222311222223411111237123031/7966	122391112381111111111222222311222223411111237123031/21112/7966
971111111111111112/122381111123031/7015	122381111123031/971111111111111112/7015
41112/12361112371223811222301112223031/2857	12361112371223811222301112223031/41112/2857
581112/12223111222311111223911122222223812301123331/3069	12223111222311111223911122222223812301123331/581112/3069
751112/1223831/5381	1223831/751112/5381
6531111111112/1223612223612301223811123831/8456	1223612223612301223811123831/6531111111112/8456
59111112/1112321111122222301223431/3791	1112321111122222301223431/59111112/3791
4111112/123531/5414	123531/4111112/5414
705611111112/122223031/4557	122223031/705611111112/4557
95311111112/1122239123131/7513	1122239123131/95311111112/7513
3961112/11122223831/1326	11122223831/3961112/1326
6611111112/1222222223331/5739	1222222223331/6611111112/5739
31112/11112236111123611112371112301122233112391122223531/6575	11112236111123611112371112301122233112391122223531/31112/6575
01112/1222236111234123231/2082	1222236111234123231/01112/2082
61112/1222391223231/3381	1222391223231/61112/3381
241001112/11233111223731/3397	11233111223731/241001112/3397
01112/1111222222236122232123231/7885	1111222222236122232123231/01112/7885
3165957711111111111112/11233122222223111222222371123231/0634	11233122222223111222222371123231/3165957711111111111112/0634
5111111111112/122331111222222235123912222301237122239122235111122223111123111223311112321223411111122222223111123431/1881	122331111222222235123912222301237122239122235111122223111123111223311112321223411111122222223111123431/5111111111112/1881
84111112/1123711223431/8891	1123711223431/84111112/8891
11112/122223831/5687	122223831/11112/5687
46525679111111112/123231/7457	123231/46525679111111112/7457
0785741112/111223831/7789	111223831/0785741112/7789
